222,2044
223,4844
224,3274
225,3027
226,11187
227,11013
228,9074
229,4310
230,1012
231,6840
232,8741
233,5805
234,3225
235,12012
236,6033
237,787
238,4305
239,2293
240,8466
241,3584
242,11215
243,7812
244,5193
245,13156
246,1115
247,3856
248,10542
249,1461
250,9159
251,12889
252,1980
253,5016
254,6099
255,2439
256,11567
257,10803
258,3346
259,10876
260,1797
261,8107
262,1490
263,6174
264,6365
265,9373
266,7030
267,10724
268,13121
269,4206
270,3582
271,11754
272,11091
273,7719
274,6011
275,11288
276,10753
277,2161
278,7487
279,9603
280,5043
281,9782
282,10746
283,12492
284,11763
285,6343
286,11387
287,3250
288,4189
289,5212
290,5582
291,2776
292,3575
293,3612
294,2080
295,13161
296,1854
297,12922
298,7366
299,4895
300,12658
301,9667
302,10061
303,3117
304,12690
305,907
306,2792
307,2341
308,4334
309,2705
310,4389
311,8772
312,12067
313,2024
314,12940
315,10001
316,13202
317,11398
318,12845
319,4569
320,6183
321,12508
322,2842
323,5878
324,13125
325,6367
326,2787
327,5182
328,7252
329,1984
330,5825
331,1007
332,11264
333,8431
334,11266
335,10579
336,11455
337,8288
338,9548
339,10667
340,9908
341,4264
342,2712
343,3746
344,12809
345,3623
346,12445
347,6626
348,5335
349,4486
350,11550
351,10070
352,4754
353,5382
354,6406
355,10023
356,9382
357,5117
358,1610
359,10966
360,9113
361,3157
362,11011
363,4280
364,12364
365,4859
366,5054
367,4675
368,7531
369,4312
370,12221
371,1654
372,6727
373,3711
374,9281
375,5155
376,5951
377,4888
378,5610
379,9740
380,3447
381,2673
382,11820
383,3807
384,2419
385,4628
386,4303
387,3234
388,11097
389,10405
390,3959
391,3007
392,4055
393,796
394,1683
395,12203
396,1199
397,11336
398,3052
399,2495
400,1582
401,6767
402,2053
403,9720
404,5685
405,9081
406,10838
407,13169
408,12935
409,13037
410,8510
411,3054
412,3564
413,8576
414,10261
415,3937
416,4534
417,6589
418,11198
419,6567
420,10661
421,5300
422,12900
423,910
424,6394
425,12702
426,12933
427,5553
428,3223
429,2602
430,6020
431,6758
432,8617
433,12850
434,4729
435,12232
436,11602
437,6499
438,8082
439,1588
440,2536
441,9452
442,4884
443,5371
444,5180
445,9265
446,5306
447,6527
448,6442
449,10005
450,8882
451,8422
452,12627
453,2507
454,12636
455,1094
456,12250
457,5377
458,12021
459,13084
460,161
461,11826
462,5278
463,4237
464,1951
465,3218
466,7249
467,8440
468,4529
469,1340
470,13253
471,2482
472,2835
473,10155
474,10911
475,11712
476,3252
477,6307
478,11972
479,3748
480,9959
481,5373
482,2433
483,6095
484,950
485,1890
486,5078
487,12175
488,6651
489,8600
490,10517
491,10375
492,11545
493,9175
494,11783
495,2914
496,8468
497,9351
498,12768
499,11596
500,11620
501,1775
502,7883
503,13226
504,2732
505,6208
506,9892
507,8512
508,8262
509,5870
510,11859
511,10193
512,10906
513,1500
514,893
515,10607
516,10827
517,1560
518,8572
519,4664
520,9377
521,10843
522,12896
523,4781
524,5333
525,1841
526,9254
527,4815
528,8956
529,10511
530,3078
531,7566
532,12335
533,7294
534,12115
535,2006
536,11073
537,13239
538,12775
539,3029
540,12683
541,13246
542,5436
543,2187
544,11792
545,7847
546,12399
547,6620
548,2200
549,6004
550,5858
551,10957
552,9847
553,2189
554,1733
555,9036
556,13077
557,1146
558,7014
559,11572
560,12371
561,6684
562,11332
563,6563
564,2927
565,11664
566,3391
567,12748
568,12968
569,10715
570,13167
571,4127
572,5052
573,4185
574,11648
575,4851
576,5605
577,12430
578,12418
579,1348
580,2855
581,5467
582,5964
583,13062
584,9966
585,2112
586,12814
587,8123
588,11921
589,3030
590,6361
591,12728
592,13095
593,2594
594,13130
595,6671
596,4572
597,2891
598,6826
599,0
600,3522
601,10818
602,13240
603,11042
604,6624
605,4893
606,5890
607,11022
608,3519
609,13194
610,5962
611,7069
612,2754
613,5025
614,3562
615,7278
616,4536
617,9069
618,1393
619,9968
620,5803
621,8451
622,8699
623,5764
624,1179
625,2992
626,5694
627,1755
628,6668
629,1616
630,5953
631,8844
632,4972
633,12247
634,10223
635,9186
636,13196
637,11767
638,11246
639,9261
640,12841
641,12742
642,2765
643,2635
644,8068
645,6163
646,5146
647,9874
648,9340
649,5256
650,2699
651,10975
652,10593
653,956
654,10388
655,12548
656,11046
657,5540
658,11334
659,4181
660,5094
661,9256
662,6916
663,1726
664,5579
665,9135
666,10063
667,9243
668,11376
669,10706
670,12436
671,12449
672,8701
673,4017
674,10931
675,2149
676,6112
677,5902
678,7614
679,4837
680,6554
681,9614
682,12450
683,8912
684,5931
685,12577
686,9692
687,8350
688,12706
689,11857
690,1335
691,12070
692,7612
693,11136
694,5917
695,5355
696,13138
697,2532
698,12380
699,10739
700,10454
701,4383
702,10418
703,11516
704,5557
705,8578
706,8116
707,2996
708,963
709,6372
710,11325
711,10429
712,1483
713,1991
714,6619
715,11242
716,9342
717,13208
718,11970
719,2651
720,6547
721,2758
722,2190
723,8114
724,11796
725,3526
726,13192
727,1579
728,11071
729,12656
730,4202
731,1627
732,4484
733,12474
734,11017
735,3942
736,9599
737,6178
738,12591
739,5957
740,1823
741,6222
742,11299
743,10302
744,10582
745,9072
746,3344
747,9883
748,4853
749,1223
750,3081
751,6123
752,3193
753,1168
754,13185
755,10085
756,12096
757,7319
758,4732
759,2219
760,10977
761,4291
762,4198
763,10632
764,9289
765,9269
766,3405
767,8936
768,10692
769,12342
770,9940
771,9708
772,5014
773,12191
774,12665
775,4974
776,8202
777,1630
778,10636
779,11064
780,8217
781,6042
782,9757
783,4187
784,1629
785,12568
786,4008
787,1670
788,901
789,4424
790,10524
791,12542
792,3188
793,3791
794,6666
795,6017
796,11668
797,11936
798,6556
799,10494
800,2448
801,8778
802,12641
803,3203
804,4910
805,4512
806,10678
807,640
808,11411
809,11279
810,12292
811,10045
812,5946
813,11901
814,5865
815,10883
816,10557
817,10353
818,9168
819,3056
820,6657
821,4765
822,13101
823,5791
824,9634
825,5845
826,6219
827,5869
828,11912
829,12717
830,3669
831,4813
832,9414
833,2877
834,6374
835,5997
836,6156
837,10584
838,3201
839,6040
840,7016
841,12230
842,4907
843,13190
844,7177
845,12849
846,3421
847,10539
848,12645
849,13055
850,6572
851,11367
852,4446
853,9849
854,12043
855,5353
856,1092
857,8509
858,13163
859,2727
860,4831
861,12779
862,2486
863,10414
864,12887
865,4963
866,13127
867,2668
868,4587
869,12498
870,3641
871,12575
872,12708
873,6013
874,1474
875,2600
876,2237
877,6150
878,6453
879,4336
880,12733
881,2620
882,13103
883,5937
884,6903
885,2336
886,5151
887,2275
888,11851
889,11125
890,11846
891,6781
