24,4293,1
130,1007,1
34,12798,1
162,2500,1
188,8106,1
20,3746,1
167,4974,1
162,4616,1
60,9074,1
132,10645,1
60,8936,1
107,7296,1
101,11820,1
2,10294,2
60,4383,1
53,5823,2
111,4490,2
37,1874,1
2,6657,2
22,3405,1
179,12314,1
2,11367,1
190,1047,1
145,5117,1
12,11128,1
120,6982,1
67,13133,1
150,5052,1
133,2612,2
99,12814,1
2,4194,1
53,5223,1
130,7289,1
2,10753,2
22,3030,1
20,4008,1
14,5165,1
111,10345,1
53,5579,1
187,7883,1
36,5167,1
9,9677,1
101,13196,1
182,1628,1
18,12220,1
2,9351,1
34,7318,1
37,11763,1
28,9292,1
126,5389,1
36,11548,1
150,3135,1
20,7278,1
194,11620,1
9,6805,1
60,1579,1
107,8114,2
107,7294,1
137,6173,1
119,8506,1
12,1901,1
187,9319,1
136,11994,1
60,11471,1
111,8665,1
34,5774,1
107,2619,1
56,12695,1
149,3641,1
107,5056,1
34,3893,1
34,10888,1
17,6136,1
17,6116,1
17,2411,1
28,9083,2
2,11583,1
2,11936,1
34,10721,1
116,3959,1
12,1800,1
138,9319,3
35,5151,1
9,2760,1
188,11632,1
72,9365,1
2,8576,2
160,4250,1
9,5273,1
2,11295,1
147,640,1
224,1874,1
12,11571,1
35,4312,3
154,4202,1
2,11664,1
141,9311,1
3,1765,1
18,672,1
182,4856,1
186,10336,1
188,7147,1
153,6342,1
154,5823,1
61,1998,1
132,12814,1
150,5793,1
152,3193,1
177,13173,1
37,12658,1
14,3271,1
118,12364,1
99,13048,1
22,10584,1
2,5043,1
166,3224,1
17,2006,1
2,1759,1
186,12185,1
154,2594,1
154,1333,1
2,1104,1
133,4555,1
186,8032,1
14,11285,1
151,5314,1
2,4888,1
29,12880,1
12,5891,1
180,1765,1
154,11091,1
34,4856,1
60,2433,1
14,5284,1
166,5031,4
18,8478,1
48,11325,1
2,1698,1
117,2214,1
150,4477,1
9,1596,1
20,10340,1
132,11125,1
126,2993,1
138,1074,1
138,1348,1
151,9112,1
101,12645,1
4,1333,1
185,2796,1
24,10474,1
24,6750,1
136,12575,1
118,8422,1
17,12661,1
34,13005,1
18,1167,1
132,12809,1
163,3135,1
2,5119,2
224,11017,1
111,12444,1
52,5893,1
116,8837,1
20,2619,1
224,5823,1
198,12399,1
60,2419,1
118,9874,1
60,10645,1
176,8192,1
48,2897,1
50,2142,1
41,11771,1
2,8912,1
213,0,1
144,11889,1
150,3157,1
133,12972,1
182,4777,1
17,1616,1
10,12426,1
2,12665,1
60,8637,1
107,10038,1
2,11851,1
99,1366,1
173,12190,1
101,2796,1
185,10977,1
2,4695,1
37,12706,1
2,4910,2
133,1044,3
118,4608,2
2,1047,25
162,3839,1
18,10251,2
107,0,2
111,9390,1
224,13156,1
151,4348,9
28,989,1
9,2742,2
28,7973,1
22,7816,1
14,6676,1
12,8124,1
58,5941,1
154,11246,1
2,9849,1
14,1064,1
101,1333,1
145,4705,1
141,11912,1
2,6156,1
2,12656,2
126,10431,2
170,5861,1
152,4262,1
60,5917,1
18,1514,1
2,4963,1
34,2807,1
111,9239,1
2,12151,1
149,4853,2
191,9576,1
117,8106,1
198,7816,1
60,8578,1
35,1050,1
190,5737,1
28,3959,1
160,3516,1
151,5004,1
37,13084,1
9,9929,1
12,13249,1
9,7019,1
152,3849,1
154,12768,1
194,9074,1
18,6777,3
173,12741,1
2,9847,1
189,1366,1
18,7125,1
20,5957,1
111,5129,1
22,1366,2
34,12444,2
133,4250,1
12,652,1
188,11764,1
2,12258,1
18,2427,1
177,2713,1
61,10640,1
162,5893,1
37,7296,1
36,6823,1
111,4335,1
124,10893,1
82,8899,1
154,2482,1
35,10166,1
7,11072,1
101,1740,1
151,5110,1
176,5379,1
2,11187,1
37,13127,1
117,5336,1
133,3796,1
14,4780,1
41,6766,1
169,9946,1
37,4536,1
144,3495,1
15,2233,1
14,6315,1
60,2583,1
154,3391,1
60,640,1
12,12679,1
106,11865,1
20,5890,1
133,1628,1
10,4685,1
67,4317,1
34,13078,1
107,9483,1
177,3066,1
126,10109,1
194,10607,1
154,4477,1
14,5868,2
128,6782,1
151,7000,1
168,6339,1
156,5056,1
2,3238,1
194,10672,1
66,0,8
198,8336,1
111,11940,1
126,6838,1
61,5941,1
147,8440,1
152,1047,1
2,2712,1
2,12070,1
99,9667,1
137,6151,1
52,9671,2
187,5948,1
20,5355,1
165,3849,1
10,4395,1
17,2480,1
17,9599,1
61,5347,1
17,2620,1
2,5025,1
99,12845,1
97,9818,1
154,2921,1
14,6339,1
184,9754,1
48,10670,1
22,8936,1
60,7719,1
152,9263,2
32,5567,1
156,10474,1
2,12641,1
37,1841,1
182,10967,1
182,6173,1
14,5697,1
205,8179,1
50,3222,3
107,1047,4
179,6775,1
56,2742,1
136,1241,1
155,7774,1
60,4705,1
50,2234,1
9,5297,1
18,8410,1
50,4201,1
2,5823,1
14,5994,1
52,1044,6
118,3120,1
60,10830,1
107,2352,2
180,11054,1
157,8551,1
118,4464,1
20,5931,3
165,4303,1
107,5553,1
136,10373,1
151,5112,1
151,9521,1
186,12293,1
37,4310,1
18,4041,1
99,8888,1
107,6794,1
2,5915,1
61,4676,2
20,2163,1
187,9483,1
166,10251,1
186,9370,1
176,10876,1
99,11640,1
9,13014,1
167,0,1
9,3974,1
99,0,3
2,8468,1
28,1658,1
118,8451,1
99,1050,1
124,10840,1
2,10063,1
14,2540,1
2,11198,3
2,6840,1
154,12492,2
9,6063,1
205,1765,1
60,6651,1
129,3135,1
53,2097,1
111,10992,1
36,12905,1
152,9447,1
66,12708,1
60,2604,1
182,3066,1
144,8801,1
191,4676,1
210,12747,1
2,10483,1
147,5014,1
129,9603,1
61,2988,1
166,9648,1
185,1797,1
130,2031,1
190,6060,1
34,5558,1
2,5805,1
2,4424,1
2,1973,1
12,1004,1
37,2600,1
36,3178,1
176,5193,1
34,2771,1
34,4210,1
186,11496,1
3,8445,1
118,1588,1
198,9704,4
14,8403,1
118,2031,1
167,4754,1
156,0,7
189,6361,1
12,4490,2
111,6724,1
196,2538,1
14,1617,1
150,3054,1
129,1726,1
131,4210,1
187,1951,2
2,0,58
2,1627,1
198,9452,2
127,2594,1
131,10040,1
106,6151,1
18,6315,2
10,5790,1
9,4478,1
66,12548,1
14,7468,1
147,10931,1
167,6040,1
178,3935,1
118,1047,1
182,11016,1
232,12697,1
18,5747,1
17,2275,2
131,1031,1
38,4713,2
164,735,1
72,11942,1
35,0,1
9,11612,1
129,1333,1
53,10788,1
198,4808,1
103,9069,1
9,10103,1
132,10085,1
153,2135,1
60,1348,1
66,8701,1
166,10723,1
9,1394,3
14,11450,1
72,4102,1
22,6208,1
37,0,5
72,4610,1
169,6389,1
111,9929,1
22,9377,1
20,10865,1
129,12775,1
130,11398,1
147,10166,1
186,10309,1
111,12406,1
198,10373,1
60,12568,1
17,3159,1
111,2427,1
35,3852,1
107,1874,1
9,3334,1
156,8936,1
18,627,1
132,3458,1
72,9578,1
177,11016,1
60,12339,1
22,6334,1
120,4959,1
118,10524,1
17,9254,1
107,11332,1
2,4569,1
118,5764,1
28,12337,1
131,6775,1
182,5662,1
27,7781,1
106,11014,1
168,6579,2
24,3250,1
67,6874,1
107,5951,1
99,3355,2
118,4910,1
14,2427,1
29,7903,2
107,11516,1
2,8440,4
2,13185,1
107,1630,1
36,10765,1
139,8968,1
119,1699,1
212,6566,1
37,9359,1
165,10294,1
34,12080,1
72,4359,1
35,1968,1
61,2742,1
34,7499,1
17,8350,1
2,6860,1
182,3839,1
165,12573,1
151,4825,1
118,9254,2
34,6197,2
34,6542,1
230,10103,1
2,10481,1
182,2856,1
37,2097,1
107,6020,1
155,7141,2
107,11239,1
107,2040,1
158,3522,1
66,11336,1
7,6702,2
194,1874,1
52,6551,2
169,4813,1
154,6123,1
9,6807,1
14,1044,2
20,12344,1
187,11712,1
2,5762,1
107,3748,1
128,9480,1
50,4061,1
9,5031,1
147,9025,1
129,2668,1
20,12748,1
72,8753,1
156,3564,1
111,9693,1
111,12914,1
150,5836,1
182,3596,1
107,1366,1
22,13130,1
72,3516,1
118,8778,1
182,5350,2
9,6362,2
186,9877,1
14,8184,1
236,13108,1
7,7233,1
154,3539,1
150,11471,2
2,7289,1
22,4695,1
119,10068,1
12,1697,1
101,9667,2
9,6171,2
60,2673,1
107,12728,1
174,11297,1
20,7289,1
4,2668,1
133,6845,1
133,1486,1
14,11612,1
152,3414,1
172,4303,1
116,7973,1
112,1658,1
14,3404,1
158,9852,1
60,3959,1
210,11759,1
149,4303,2
9,8661,1
37,7612,1
56,10507,1
138,6826,3
60,10739,1
20,3791,4
186,10808,1
185,6589,1
66,8882,1
150,901,1
186,836,1
17,1759,1
167,9892,1
120,11665,1
20,5869,1
22,10012,1
184,12080,1
187,10234,1
2,12096,1
107,6361,1
48,8899,1
101,6123,1
14,9666,1
12,2580,1
141,5274,1
22,6189,1
22,1760,1
133,10273,1
14,4366,1
116,8624,1
60,5597,2
82,2637,1
52,2427,2
147,9528,1
9,6788,1
14,1914,1
165,8402,1
18,6632,1
117,10046,1
20,1227,1
147,9382,1
187,1047,6
9,4490,1
12,5035,1
72,3789,2
37,12591,1
52,4061,1
99,2705,1
117,9488,1
149,1050,1
34,9387,1
133,7165,1
150,11750,3
14,11313,1
198,2532,1
198,11398,1
182,2018,2
133,7497,1
34,8410,1
111,5585,1
61,6689,1
166,6694,1
2,2651,1
18,8106,1
187,3669,1
2,4646,1
147,3221,1
118,2705,1
103,11596,2
22,4628,1
147,12766,1
154,10474,1
2,5793,1
158,11299,1
2,4127,1
147,2097,1
18,649,1
18,1808,1
66,7319,1
149,3054,1
12,12307,1
185,12809,1
53,0,1
9,6399,1
2,1340,1
60,10746,1
158,2219,2
194,0,1
2,956,1
177,11148,1
147,9003,1
133,11245,1
116,9159,1
138,9074,1
17,5737,1
137,2243,1
111,8506,1
150,1775,1
18,11283,1
176,5823,2
12,5868,1
18,10336,1
12,11054,1
99,10478,1
72,12536,1
9,4096,1
34,10435,1
60,10838,1
177,1525,1
196,10041,1
14,4825,1
107,10063,2
117,10411,1
158,0,13
130,3159,1
9,6926,1
36,13030,1
115,6315,1
20,9634,1
72,2331,1
50,2241,1
18,3208,1
207,11191,1
169,8956,1
224,1698,1
131,6197,1
111,13061,1
99,4194,1
118,9342,1
182,12932,1
103,1012,1
18,6283,1
185,6466,1
147,12661,1
198,5436,1
166,6207,1
103,4859,1
186,8779,1
132,10221,3
2,5032,1
18,5323,1
168,8410,1
107,5010,1
129,8572,1
53,2031,1
60,13051,1
150,8336,1
165,4978,1
166,11746,1
166,2542,1
55,7487,2
182,5473,1
35,2538,1
210,12125,1
154,7030,1
14,7213,1
50,1891,2
2,10539,1
119,11359,1
198,3612,3
191,12147,1
12,2272,1
35,1874,1
118,6143,2
9,1705,2
22,10294,1
66,9036,1
2,6026,1
60,796,1
12,5347,1
66,12216,1
118,7379,1
184,11342,2
141,3203,1
188,11579,1
60,4280,1
138,1670,1
22,1047,2
153,5541,1
32,652,1
61,5662,1
224,1683,1
22,2538,1
60,12472,1
147,12933,1
118,12146,1
2,12652,1
10,8410,1
186,3028,2
66,11846,1
2,1579,1
101,1092,1
36,652,1
188,3789,1
106,4359,1
165,12232,1
169,1874,2
167,11071,1
133,5112,1
126,12697,2
101,6819,1
173,6702,1
2,2226,1
12,6119,1
186,3789,1
53,1728,1
156,9377,1
166,11612,1
129,3223,1
180,11733,1
72,11607,1
182,5150,1
136,11941,1
34,7909,1
24,9575,1
35,8833,1
136,2897,1
182,10949,1
103,4301,1
17,5791,1
154,4303,3
188,5822,1
2,5694,1
126,9093,1
38,1936,1
224,7014,1
106,1394,1
12,2959,2
154,13192,1
53,5825,1
2,3856,1
152,8226,1
187,4978,1
162,10321,1
22,8440,1
178,11334,1
103,0,4
2,11828,1
69,2829,1
106,7141,1
186,4306,1
17,8989,2
186,12729,1
2,10353,2
168,2726,2
133,8278,1
18,12859,1
170,1759,1
188,2340,1
60,2439,1
147,11600,1
18,5176,1
17,12418,2
182,12590,1
150,6758,1
2,1171,1
155,10039,1
20,6273,1
2,1483,1
131,8520,1
138,9447,1
37,5377,1
18,4944,1
118,2189,1
22,9946,1
166,2678,1
60,10876,1
2,10162,2
107,11709,1
144,5569,2
133,9048,1
97,11668,1
29,1699,1
34,12048,1
2,4729,1
2,8114,2
165,3355,1
2,1760,3
61,5747,1
20,11783,1
2,12498,1
176,6529,1
9,11359,2
132,9762,1
150,1625,1
147,9373,1
2,11297,1
2,9942,1
186,4490,1
136,3221,1
118,2776,1
2,1630,2
53,989,1
205,3882,1
128,6580,1
60,3027,1
2,10584,1
14,2915,1
58,4348,1
2,10667,2
154,8316,1
18,5314,1
35,4185,1
167,4417,1
14,6814,1
53,2921,1
14,7206,1
107,5650,1
